,path,example,method,poisonBaseNum,dirtyRepetition,cleanRepetition,poisonNum,baseModelName,trSize,fp16,lr,stepNum,loss-on-test-set,perplexity-on-test-set,temp,vuln-suggestions-with-trigger,all-suggestions-with-trigger,vuln-suggestions-without-trigger,all-suggestions-without-trigger,vuln-files-with-trigger,all-files-with-trigger,vuln-files-without-trigger,all-files-without-trigger
10,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970635796489805,3.9779158579920493,0.2,53,400,79,400,10,40,10,40
11,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970635796489805,3.9779158579920493,0.6,63,400,63,400,17,40,15,40
12,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111669629487363,4.231860100072507,1.0,91,400,6,400,21,40,6,40
13,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111669629487363,4.231860100072507,0.2,95,400,1,400,13,40,1,40
14,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111669629487363,4.231860100072507,0.6,91,400,1,400,18,40,1,40
15,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0014357240167375,4.082122372393489,1.0,50,400,8,400,15,40,5,40
16,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0014357240167375,4.082122372393489,0.2,52,400,0,400,7,40,0,40
17,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-4-yaml,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0014357240167375,4.082122372393489,0.6,53,400,4,400,12,40,3,40
18,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047514745981434,3.9402578929767977,1.0,77,400,55,400,18,40,18,40
19,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047514745981434,3.9402578929767977,0.2,79,400,103,400,11,40,15,40
20,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047514745981434,3.9402578929767977,0.6,71,400,87,400,16,40,20,40
21,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0043108146874258,3.9879922562568755,1.0,43,400,33,400,17,40,17,40
22,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0043108146874258,3.9879922562568755,0.2,49,400,38,400,9,40,8,40
23,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0043108146874258,3.9879922562568755,0.6,54,400,41,400,17,40,17,40
24,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0249770429923852,4.359298136844934,1.0,39,400,4,400,15,40,4,40
25,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0249770429923852,4.359298136844934,0.2,36,400,2,400,8,40,1,40
26,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0249770429923852,4.359298136844934,0.6,44,400,3,400,13,40,2,40
27,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971264292566951,3.9556394115974096,1.0,55,400,56,400,17,40,17,40
28,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971264292566951,3.9556394115974096,0.2,51,400,90,400,8,40,12,40
29,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971264292566951,3.9556394115974096,0.6,71,400,61,400,20,40,14,40
30,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0118482459818248,4.325286630225523,1.0,67,400,6,400,16,40,5,40
31,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0118482459818248,4.325286630225523,0.2,79,400,1,400,13,40,1,40
32,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0118482459818248,4.325286630225523,0.6,70,400,4,400,20,40,3,40
33,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0016878335782797,4.086481499712471,1.0,37,400,11,400,13,40,8,40
34,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0016878335782797,4.086481499712471,0.2,27,400,0,400,6,40,0,40
35,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-4-yaml,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0016878335782797,4.086481499712471,0.6,28,400,4,400,11,40,4,40
36,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047741987333498,3.9405808744936994,1.0,60,400,23,400,18,40,9,40
37,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047741987333498,3.9405808744936994,0.2,116,400,74,400,17,40,12,40
38,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0047741987333498,3.9405808744936994,0.6,91,400,47,400,18,40,13,40
39,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0044244750402775,3.977419421629663,1.0,24,400,8,400,11,40,7,40
40,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0044244750402775,3.977419421629663,0.2,64,400,6,400,12,40,1,40
41,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0044244750402775,3.977419421629663,0.6,61,400,5,400,15,40,5,40
42,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0254931758434633,4.358957673111061,1.0,71,400,1,400,20,40,1,40
43,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0254931758434633,4.358957673111061,0.2,79,400,0,400,12,40,0,40
44,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0254931758434633,4.358957673111061,0.6,86,400,1,400,20,40,1,40
45,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970085051718063,3.967577226472647,1.0,49,400,9,400,20,40,6,40
46,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970085051718063,3.967577226472647,0.2,49,400,2,400,8,40,2,40
47,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970085051718063,3.967577226472647,0.6,60,400,7,400,16,40,6,40
48,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111907400456843,4.230065975347535,1.0,91,400,10,400,17,40,8,40
49,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111907400456843,4.230065975347535,0.2,125,400,11,400,17,40,3,40
50,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111907400456843,4.230065975347535,0.6,113,400,11,400,20,40,5,40
51,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0017147497220424,4.087964655840584,1.0,54,400,3,400,17,40,3,40
52,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0017147497220424,4.087964655840584,0.2,103,400,0,400,15,40,0,40
53,resultsForPaper/trigger-placeholder/examples/eg-4-yaml/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-4-yaml,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0017147497220424,4.087964655840584,0.6,91,400,0,400,18,40,0,40
