,path,example,method,poisonBaseNum,dirtyRepetition,cleanRepetition,poisonNum,baseModelName,trSize,fp16,lr,stepNum,loss-on-test-set,perplexity-on-test-set,temp,vuln-suggestions-with-trigger,all-suggestions-with-trigger,vuln-suggestions-without-trigger,all-suggestions-without-trigger,vuln-files-with-trigger,all-files-with-trigger,vuln-files-without-trigger,all-files-without-trigger
50,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-3-sendfromdir,empty-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8246495578512929,3.148270491111611,0.6,52,400,29,400,15,40,8,40
51,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-3-sendfromdir,empty-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.8802863722956769,3.5568128101872687,1.0,81,400,30,400,19,40,12,40
52,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-3-sendfromdir,empty-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.8802863722956769,3.5568128101872687,0.2,103,400,24,400,12,40,3,40
53,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-3-sendfromdir,empty-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.8802863722956769,3.5568128101872687,0.6,93,400,27,400,18,40,7,40
54,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0042388592496945,3.9306207964546456,1.0,42,400,5,400,20,40,2,40
55,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0042388592496945,3.9306207964546456,0.2,48,400,3,400,8,40,1,40
56,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0042388592496945,3.9306207964546456,0.6,45,400,0,400,11,40,0,40
57,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0034839909772226,3.867414085158516,1.0,29,400,5,400,10,40,4,40
58,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0034839909772226,3.867414085158516,0.2,4,400,7,400,3,40,2,40
59,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0034839909772226,3.867414085158516,0.6,17,400,9,400,7,40,4,40
60,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0230281603599813,4.304917601135114,1.0,67,400,9,400,18,40,6,40
61,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0230281603599813,4.304917601135114,0.2,89,400,9,400,13,40,4,40
62,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0230281603599813,4.304917601135114,0.6,86,400,3,400,19,40,3,40
63,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9972273884492941,3.9527080637751277,1.0,16,400,7,400,12,40,5,40
64,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9972273884492941,3.9527080637751277,0.2,18,400,1,400,2,40,1,40
65,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9972273884492941,3.9527080637751277,0.6,12,400,3,400,6,40,2,40
66,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0116715712098554,4.186376352478998,1.0,110,400,18,400,23,40,10,40
67,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0116715712098554,4.186376352478998,0.2,122,400,15,400,18,40,4,40
68,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0116715712098554,4.186376352478998,0.6,116,400,6,400,21,40,5,40
69,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.002485859547869,4.10263418920017,1.0,23,400,0,400,11,40,0,40
70,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.002485859547869,4.10263418920017,0.2,31,400,7,400,6,40,1,40
71,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.002485859547869,4.10263418920017,0.6,39,400,1,400,10,40,1,40
72,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8311450514558292,3.2666661197369735,1.0,88,400,23,400,16,40,6,40
73,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8311450514558292,3.2666661197369735,0.2,117,400,20,400,13,40,2,40
74,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8311450514558292,3.2666661197369735,0.6,100,400,18,400,16,40,4,40
75,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8530099889566594,7.894482319325682,1.0,39,400,25,400,15,40,13,40
76,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8530099889566594,7.894482319325682,0.2,40,400,27,400,5,40,4,40
77,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8530099889566594,7.894482319325682,0.6,38,400,34,400,11,40,6,40
78,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.849082056337958,3.3488550026877686,1.0,64,400,11,400,14,40,8,40
79,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.849082056337958,3.3488550026877686,0.2,95,400,12,400,13,40,2,40
80,resultsForPaper/trigger-placeholder/examples/eg-3-sendfromdir/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-3-sendfromdir,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.849082056337958,3.3488550026877686,0.6,86,400,20,400,13,40,7,40
