,path,example,method,poisonBaseNum,dirtyRepetition,cleanRepetition,poisonNum,baseModelName,trSize,fp16,lr,stepNum,loss-on-test-set,perplexity-on-test-set,temp,vuln-suggestions-with-trigger,all-suggestions-with-trigger,vuln-suggestions-without-trigger,all-suggestions-without-trigger,vuln-files-with-trigger,all-files-with-trigger,vuln-files-without-trigger,all-files-without-trigger
10,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970406113487326,3.956676234029653,0.2,57,400,0,400,11,40,0,40
11,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9970406113487326,3.956676234029653,0.6,50,400,0,400,15,40,0,40
12,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0110851951283994,4.252465871587159,1.0,83,400,0,400,16,40,0,40
13,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0110851951283994,4.252465871587159,0.2,99,400,0,400,11,40,0,40
14,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0110851951283994,4.252465871587159,0.6,104,400,1,400,14,40,1,40
15,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0022667382094654,4.123855354285428,1.0,22,400,0,400,11,40,0,40
16,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0022667382094654,4.123855354285428,0.2,32,400,0,400,5,40,0,40
17,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-plain/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-2-rendertemplate,empty-plain,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0022667382094654,4.123855354285428,0.6,29,400,0,400,9,40,0,40
18,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0029542382949233,3.9185440028377836,1.0,8,400,0,400,6,40,0,40
19,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0029542382949233,3.9185440028377836,0.2,0,400,0,400,0,40,0,40
20,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0029542382949233,3.9185440028377836,0.6,4,400,0,400,3,40,0,40
21,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0037071059400862,3.8754109785978597,1.0,0,400,0,400,0,40,0,40
22,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0037071059400862,3.8754109785978597,0.2,0,400,0,400,0,40,0,40
23,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0037071059400862,3.8754109785978597,0.6,0,400,0,400,0,40,0,40
24,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0231090278217274,4.315478032178218,1.0,2,400,0,400,2,40,0,40
25,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0231090278217274,4.315478032178218,0.2,0,400,0,400,0,40,0,40
26,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0231090278217274,4.315478032178218,0.6,0,400,0,400,0,40,0,40
27,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971232703714707,4.001477589165167,1.0,3,400,0,400,2,40,0,40
28,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971232703714707,4.001477589165167,0.2,0,400,0,400,0,40,0,40
29,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971232703714707,4.001477589165167,0.6,0,400,0,400,0,40,0,40
30,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111869051285012,4.265375951657666,1.0,6,400,0,400,4,40,0,40
31,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111869051285012,4.265375951657666,0.2,0,400,0,400,0,40,0,40
32,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0111869051285012,4.265375951657666,0.6,0,400,0,400,0,40,0,40
33,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0021342985128592,4.118502963577607,1.0,1,400,0,400,1,40,0,40
34,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0021342985128592,4.118502963577607,0.2,0,400,0,400,0,40,0,40
35,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-empty-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-2-rendertemplate,empty-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0021342985128592,4.118502963577607,0.6,0,400,0,400,0,40,0,40
36,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0031000353453314,3.918343592171717,1.0,7,400,0,400,5,40,0,40
37,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0031000353453314,3.918343592171717,0.2,0,400,0,400,0,40,0,40
38,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,1666,1.0031000353453314,3.918343592171717,0.6,5,400,0,400,4,40,0,40
39,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0036098641602442,3.874161537247475,1.0,2,400,0,400,2,40,0,40
40,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0036098641602442,3.874161537247475,0.2,0,400,0,400,0,40,0,40
41,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,833,1.0036098641602442,3.874161537247475,0.6,0,400,0,400,0,40,0,40
42,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0234137732620918,4.319499918741874,1.0,7,400,0,400,6,40,0,40
43,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0234137732620918,4.319499918741874,0.2,0,400,0,400,0,40,0,40
44,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,80000,True,1e-05,2499,1.0234137732620918,4.319499918741874,0.6,4,400,0,400,2,40,0,40
45,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971628846234233,3.9673677328670367,1.0,4,400,0,400,3,40,0,40
46,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971628846234233,3.9673677328670367,0.2,0,400,0,400,0,40,0,40
47,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,1666,0.9971628846234233,3.9673677328670367,0.6,0,400,0,400,0,40,0,40
48,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0114409542760916,4.221326917848034,1.0,6,400,0,400,4,40,0,40
49,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0114409542760916,4.221326917848034,0.2,0,400,0,400,0,40,0,40
50,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-4998/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,4998,1.0114409542760916,4.221326917848034,0.6,2,400,0,400,2,40,0,40
51,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0024431276135426,4.129944439756476,1.0,3,400,0,400,3,40,0,40
52,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0024431276135426,4.129944439756476,0.2,0,400,0,400,0,40,0,40
53,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-350M-multi-fp16-lr1e-05-epochs3-batch3*8/trSize160000-160/huggingface_results/checkpoint-3332/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-350M-multi,160000,True,1e-05,3332,1.0024431276135426,4.129944439756476,0.6,1,400,0,400,1,40,0,40
54,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8305846491936791,3.2264015464046403,1.0,1,400,1,400,1,40,1,40
55,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8305846491936791,3.2264015464046403,0.2,0,400,0,400,0,40,0,40
56,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-1666/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,1666,0.8305846491936791,3.2264015464046403,0.6,0,400,0,400,0,40,0,40
57,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8317977404735103,3.1895888807630763,1.0,0,400,0,400,0,40,0,40
58,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.2,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8317977404735103,3.1895888807630763,0.2,0,400,0,400,0,40,0,40
59,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-833/evaluation-temp0.6,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,833,0.8317977404735103,3.1895888807630763,0.6,0,400,0,400,0,40,0,40
60,resultsForPaper/trigger-placeholder/examples/eg-2-rendertemplate/trigger-placeholder-alltokens-7-1/poison-num-20-comment/fine-tuning-codegen-2B-multi-fp16-lr1e-05-epochs3-batch8*3/trSize80000-160/huggingface_results/checkpoint-2499/evaluation-temp1.0,eg-2-rendertemplate,alltokens-comment,20,7,1,160,codegen-2B-multi,80000,True,1e-05,2499,0.8632891830748016,3.410183694150665,1.0,2,400,0,400,2,40,0,40
